opportunity_id,customer_id,city,state,region,industry,customer_segment,company_size,existing_customer,customer_health_score,account_id,sales_rep_id,sales_team_id,created_date,product_id,product,product_category,lead_source,contract_type,deal_type,new_or_existing_customer,opportunity_amount,discount_percentage,net_deal_value,competitor_present,competitor_name,decision_makers_count,engagement_score,expected_close_date,sales_stage,previous_stage,stage_entry_date,actual_close_date,deal_status,lost_reason,last_activity_date,activity_gap_days,next_follow_up_date,sales_cycle_days,total_opportunity_age_days,days_in_current_stage,quarter,month,year,meeting_count,email_count,call_count,demo_count,follow_up_count,proposal_sent,win_probability,weighted_value,forecast_category,risk_score,risk_level,risk_drivers,recommended_action,health_stage_progression,health_recency,health_age,health_engagement,health_close_plan,health_historical_conversion,health_size_balance,health_next_action,health_score,health_category,forecast_risk_value
326,16253,Pune,Maharashtra,West,Retail,Mid-market,126,True,80,16253,14,2,2023-05-23,1,Cloud Enablement,Services,Partner,Multi-year,Renewal,Existing,730282.39,7.23,677482.97,True,Competitor B,4,46.7,2023-08-10,Closed Lost,Lead,2023-06-19,2023-06-19,Closed Lost,Budget constraints,2023-06-19,0,,27.0,27,0,2,5,2023,0,2,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
327,534,Mumbai,Maharashtra,West,Healthcare,Enterprise,963,True,58,534,20,2,2025-08-26,1,Cloud Enablement,Services,Outbound,Annual,Expansion,Existing,1776089.17,9.85,1601144.39,True,Competitor C,4,34.8,2025-12-31,Closed Lost,Discovery,2025-10-04,2025-10-04,Closed Lost,Competitor selected,2025-09-24,10,,39.0,39,0,3,8,2025,0,1,3,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
328,14902,Chennai,Tamil Nadu,South,Manufacturing,SMB,32,True,61,14902,2,1,2024-03-17,4,Security Services,Services,Inbound,Project,Renewal,Existing,184017.26,8.47,168431.0,False,None,4,44.8,2024-07-15,Closed Lost,Discovery,2024-04-09,2024-04-09,Closed Lost,Customer priorities changed,2024-04-02,7,,23.0,23,0,1,3,2024,0,2,1,0,3,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
329,4329,Bengaluru,Karnataka,South,Manufacturing,SMB,68,False,38,4329,1,1,2025-03-09,2,Workflow Suite,Software,Outbound,Project,New business,New,106393.25,9.03,96785.94,False,None,2,29.4,2025-06-08,Closed Lost,Lead,2025-03-14,2025-03-14,Closed Lost,Budget constraints,2025-03-14,0,,5.0,5,0,1,3,2025,1,2,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
330,5301,Bengaluru,Karnataka,South,Retail,Mid-market,267,False,81,5301,12,1,2025-09-29,2,Workflow Suite,Software,Partner,Annual,New business,New,506513.54,6.3,474603.19,False,None,1,85.2,2025-11-20,Closed Won,Negotiation,2026-01-09,2026-01-09,Closed Won,,2025-12-30,10,,102.0,102,0,3,9,2025,1,2,2,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
331,7553,Pune,Maharashtra,West,IT Services,SMB,26,False,57,7553,23,2,2023-02-20,3,Data Advisory,Services,Event,Annual,New business,New,202944.99,7.21,188312.66,True,Competitor B,2,34.8,2023-05-28,Closed Lost,Qualified,2023-03-23,2023-03-23,Closed Lost,No decision,2023-03-14,9,,31.0,31,0,1,2,2023,2,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
332,8417,Delhi,Delhi,North,IT Services,Mid-market,351,False,42,8417,31,3,2024-11-12,4,Security Services,Services,Referral,Annual,New business,New,651012.54,8.62,594895.26,False,None,4,37.1,2025-03-05,Closed Won,Negotiation,2025-04-04,2025-04-04,Closed Won,,2025-03-27,8,,143.0,143,0,4,11,2024,0,3,0,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
333,2525,Bengaluru,Karnataka,South,Manufacturing,Enterprise,1044,False,45,2525,9,1,2023-05-21,2,Workflow Suite,Software,Referral,Annual,New business,New,1280866.89,7.14,1189412.99,False,None,6,54.1,2023-09-26,Closed Won,Negotiation,2023-08-25,2023-08-25,Closed Won,,2023-08-25,0,,96.0,96,0,2,5,2023,1,2,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
334,4060,Delhi,Delhi,North,IT Services,Mid-market,246,True,43,4060,36,3,2025-03-19,3,Data Advisory,Services,Partner,Annual,Expansion,Existing,726685.67,8.09,667896.8,True,Competitor B,3,70.0,2025-08-09,Closed Lost,Negotiation,2025-07-08,2025-07-08,Closed Lost,Competitor selected,2025-06-24,14,,111.0,111,0,1,3,2025,0,1,0,1,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
335,7752,Pune,Maharashtra,West,Manufacturing,SMB,91,False,62,7752,13,2,2024-12-23,4,Security Services,Services,Outbound,Annual,New business,New,363089.56,9.69,327906.18,False,None,1,75.2,2025-04-08,Closed Lost,Qualified,2025-01-10,2025-01-10,Closed Lost,Budget constraints,2025-01-06,4,,18.0,18,0,4,12,2024,2,0,3,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
336,8456,Chennai,Tamil Nadu,South,Manufacturing,Mid-market,108,False,79,8456,5,1,2024-07-11,3,Data Advisory,Services,Referral,Project,New business,New,1171072.32,3.32,1132192.72,True,Competitor C,1,42.5,2024-09-20,Closed Lost,Discovery,2024-08-19,2024-08-19,Closed Lost,No decision,2024-08-17,2,,39.0,39,0,3,7,2024,0,2,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
337,7221,Mumbai,Maharashtra,West,Healthcare,Mid-market,117,False,43,7221,21,2,2024-03-25,2,Workflow Suite,Software,Referral,Multi-year,New business,New,528742.72,3.95,507857.38,False,None,1,96.6,2024-06-28,Closed Lost,Proposal,2024-06-15,2024-06-15,Closed Lost,Customer priorities changed,2024-06-12,3,,82.0,82,0,1,3,2024,0,4,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
338,4147,Pune,Maharashtra,West,IT Services,SMB,93,False,36,4147,17,2,2025-04-26,1,Cloud Enablement,Services,Referral,Project,New business,New,227709.96,2.98,220924.2,True,Competitor B,1,81.4,2025-07-07,Closed Lost,Lead,2025-05-07,2025-05-07,Closed Lost,Timing,2025-05-04,3,,11.0,11,0,2,4,2025,1,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
339,3953,Jaipur,Rajasthan,North,IT Services,Enterprise,270,False,73,3953,29,3,2025-04-03,1,Cloud Enablement,Services,Outbound,Project,New business,New,1568173.85,13.19,1361331.72,True,Competitor C,5,65.7,2025-08-05,Closed Lost,Qualified,2025-05-02,2025-05-02,Closed Lost,No decision,2025-04-28,4,,29.0,29,0,2,4,2025,0,5,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
340,6171,Delhi,Delhi,North,Retail,Enterprise,450,True,60,6171,30,3,2024-11-24,2,Workflow Suite,Software,Partner,Project,Expansion,Existing,940554.12,4.19,901144.9,False,None,6,76.7,2025-02-17,Closed Lost,Demo,2025-01-07,2025-01-07,Closed Lost,No decision,2025-01-04,3,,44.0,44,0,4,11,2024,1,4,2,1,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
341,6225,Pune,Maharashtra,West,Healthcare,Mid-market,171,False,45,6225,21,2,2026-05-14,1,Cloud Enablement,Services,Inbound,Annual,New business,New,752450.1,3.92,722954.06,False,None,1,45.0,2026-07-20,Closed Lost,Negotiation,2026-07-28,2026-07-28,Closed Lost,Product mismatch,2026-07-13,15,,75.0,75,0,2,5,2026,0,0,1,1,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
342,4554,Delhi,Delhi,North,Retail,SMB,28,False,81,4554,34,3,2024-02-28,2,Workflow Suite,Software,Partner,Annual,New business,New,84829.89,4.09,81360.35,False,None,3,22.1,2024-05-16,Closed Lost,Negotiation,2024-06-21,2024-06-21,Closed Lost,Timing,2024-05-29,23,,114.0,114,0,1,2,2024,1,0,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
343,3475,Mumbai,Maharashtra,West,Retail,SMB,145,False,74,3475,15,2,2025-11-05,1,Cloud Enablement,Services,Event,Annual,New business,New,277453.43,4.16,265911.37,True,Competitor B,4,50.6,2026-01-27,Closed Lost,Qualified,2025-12-21,2025-12-21,Closed Lost,Competitor selected,2025-12-08,13,,46.0,46,0,4,11,2025,0,0,1,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
344,7469,Bhubaneswar,Odisha,East,Retail,Mid-market,288,True,86,7469,41,4,2026-02-13,3,Data Advisory,Services,Outbound,Project,Renewal,Existing,1193582.25,6.28,1118625.28,True,Competitor A,4,63.6,2026-05-23,Closed Lost,Proposal,2026-05-12,2026-05-12,Closed Lost,Competitor selected,2026-04-24,18,,88.0,88,0,1,2,2026,1,1,0,1,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
345,14432,Bengaluru,Karnataka,South,Retail,Enterprise,396,False,62,14432,10,1,2026-01-29,2,Workflow Suite,Software,Inbound,Annual,New business,New,1878088.29,10.39,1682954.92,True,Competitor B,3,74.4,2026-05-24,Closed Lost,Qualified,2026-03-06,2026-03-06,Closed Lost,Competitor selected,2026-03-05,1,,36.0,36,0,1,1,2026,0,2,1,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
346,1129,Delhi,Delhi,North,Healthcare,Mid-market,267,True,73,1129,28,3,2023-11-05,1,Cloud Enablement,Services,Partner,Project,Expansion,Existing,405580.05,17.87,333102.9,True,Competitor B,4,76.8,2024-01-26,Closed Lost,Demo,2024-01-24,2024-01-24,Closed Lost,Competitor selected,2024-01-17,7,,80.0,80,0,4,11,2023,1,1,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
347,1937,Mumbai,Maharashtra,West,BFSI,SMB,110,True,41,1937,18,2,2025-07-11,2,Workflow Suite,Software,Referral,Project,Renewal,Existing,139299.93,4.65,132822.48,True,Competitor B,4,23.8,2025-09-30,Closed Won,Negotiation,2025-12-19,2025-12-19,Closed Won,,2025-08-07,134,,161.0,161,0,3,7,2025,0,0,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
348,8913,Jaipur,Rajasthan,North,IT Services,Enterprise,1215,False,62,8913,26,3,2026-03-30,4,Security Services,Services,Outbound,Project,New business,New,2249985.98,8.76,2052887.21,True,Competitor A,3,36.1,2026-06-26,Closed Lost,Demo,2026-06-07,2026-06-07,Closed Lost,Other,2026-04-24,44,,69.0,69,0,1,3,2026,1,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
349,13311,Bhubaneswar,Odisha,East,BFSI,SMB,39,False,52,13311,48,4,2025-07-07,2,Workflow Suite,Software,Referral,Annual,New business,New,140700.97,8.8,128319.28,False,None,2,69.3,2025-09-04,Closed Won,Negotiation,2025-11-16,2025-11-16,Closed Won,,2025-11-08,8,,132.0,132,0,3,7,2025,0,1,3,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
350,3664,Bhubaneswar,Odisha,East,IT Services,Mid-market,102,False,85,3664,38,4,2023-03-16,2,Workflow Suite,Software,Inbound,Project,New business,New,398096.89,7.14,369672.77,False,None,4,50.4,2023-08-14,Closed Lost,Negotiation,2023-07-28,2023-07-28,Closed Lost,Poor engagement,2023-07-03,25,,134.0,134,0,1,3,2023,0,0,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
351,5057,Bhubaneswar,Odisha,East,Healthcare,SMB,88,True,90,5057,37,4,2026-01-14,1,Cloud Enablement,Services,Inbound,Annual,Renewal,Existing,270270.38,6.51,252675.78,True,Competitor C,4,51.2,2026-04-13,Closed Won,Negotiation,2026-04-01,2026-04-01,Closed Won,,2026-02-26,34,,77.0,77,0,1,1,2026,0,3,3,1,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
352,2815,Chennai,Tamil Nadu,South,Manufacturing,Mid-market,393,False,51,2815,7,1,2023-09-14,1,Cloud Enablement,Services,Partner,Project,New business,New,1010315.18,4.36,966265.44,True,Competitor C,2,66.0,2024-01-01,Closed Lost,Qualified,2023-10-17,2023-10-17,Closed Lost,Competitor selected,2023-10-10,7,,33.0,33,0,3,9,2023,1,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
353,14073,Chennai,Tamil Nadu,South,Healthcare,SMB,62,False,89,14073,3,1,2025-05-18,2,Workflow Suite,Software,Partner,Annual,New business,New,166836.96,3.68,160697.36,False,None,1,49.1,2025-09-01,Closed Lost,Qualified,2025-06-05,2025-06-05,Closed Lost,Budget constraints,2025-06-05,0,,18.0,18,0,2,5,2025,2,2,5,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
354,5826,Delhi,Delhi,North,Healthcare,SMB,82,False,67,5826,26,3,2025-11-09,1,Cloud Enablement,Services,Outbound,Project,New business,New,130742.4,5.24,123891.5,True,Competitor B,3,58.2,2026-03-13,Closed Lost,Proposal,2026-02-26,2026-02-26,Closed Lost,Budget constraints,2026-02-03,23,,109.0,109,0,4,11,2025,2,0,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
355,5365,Mumbai,Maharashtra,West,Manufacturing,Mid-market,195,True,71,5365,19,2,2023-12-12,1,Cloud Enablement,Services,Inbound,Annual,Expansion,Existing,596547.96,19.62,479505.25,True,Competitor C,3,73.4,2024-02-13,Closed Lost,Lead,2023-12-22,2023-12-22,Closed Lost,Competitor selected,2023-12-22,0,,10.0,10,0,4,12,2023,2,0,1,0,5,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
356,12129,Kolkata,West Bengal,East,Retail,Mid-market,75,True,88,12129,39,4,2023-09-07,1,Cloud Enablement,Services,Event,Annual,Renewal,Existing,441289.6,14.82,375890.48,True,Competitor A,2,59.4,2023-11-18,Closed Lost,Lead,2023-09-16,2023-09-16,Closed Lost,Duplicate opportunity,2023-09-16,0,,9.0,9,0,3,9,2023,0,1,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
358,5932,Delhi,Delhi,North,Retail,Enterprise,756,False,60,5932,36,3,2026-05-16,2,Workflow Suite,Software,Event,Project,New business,New,1461111.06,5.96,1374028.84,True,Competitor B,5,58.4,2026-09-30,Closed Lost,Qualified,2026-06-28,2026-06-28,Closed Lost,Competitor selected,2026-05-29,30,,43.0,43,0,2,5,2026,2,1,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
359,6091,Chennai,Tamil Nadu,South,IT Services,SMB,52,True,62,6091,10,1,2026-05-12,4,Security Services,Services,Inbound,Multi-year,Renewal,Existing,552993.08,9.83,498633.86,True,Competitor B,3,33.6,2026-08-08,Proposal,Demo,2026-08-21,,Open,,2026-08-13,18,2026-08-25,,111,10,2,5,2026,0,0,2,0,1,True,0.5816749478670545,290042.82452024816,Best Case,35,Medium,Close date pressure; Low engagement; Competitor present; No future follow-up,Confirm procurement milestones; Re-engage the decision maker; Clarify differentiation and buying criteria; Schedule a dated next action,10.416666666666668,5.0,4.791666666666666,4.2,0.0,7.270936848338182,12.5,0.0,44.2,At risk,101514.98858208687
360,12567,Pune,Maharashtra,West,Manufacturing,Mid-market,414,True,74,12567,22,2,2023-05-19,4,Security Services,Services,Inbound,Annual,Renewal,Existing,1286725.28,15.42,1088312.24,False,None,1,24.0,2023-09-29,Closed Lost,Negotiation,2023-09-12,2023-09-12,Closed Lost,No decision,2023-07-04,70,,116.0,116,0,2,5,2023,0,2,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
361,3136,Bengaluru,Karnataka,South,Manufacturing,Mid-market,228,True,63,3136,8,1,2025-06-03,2,Workflow Suite,Software,Inbound,Annual,Expansion,Existing,540889.71,7.59,499836.18,True,Competitor B,3,62.0,2025-09-16,Closed Won,Negotiation,2025-09-30,2025-09-30,Closed Won,,2025-09-09,21,,119.0,119,0,2,6,2025,0,0,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
362,16313,Mumbai,Maharashtra,West,Healthcare,SMB,108,False,66,16313,23,2,2024-08-01,4,Security Services,Services,Event,Annual,New business,New,238238.14,3.5,229899.81,True,Competitor A,3,73.4,2024-10-18,Closed Lost,Demo,2024-09-17,2024-09-17,Closed Lost,Budget constraints,2024-09-13,4,,47.0,47,0,3,8,2024,0,2,2,1,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
363,6614,Bengaluru,Karnataka,South,BFSI,SMB,129,True,85,6614,4,1,2023-02-23,3,Data Advisory,Services,Outbound,Multi-year,Renewal,Existing,1170604.54,9.39,1060684.77,False,None,1,54.8,2023-04-19,Closed Lost,Negotiation,2023-07-03,2023-07-03,Closed Lost,Budget constraints,2023-06-17,16,,130.0,130,0,1,2,2023,0,1,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
364,15732,Pune,Maharashtra,West,IT Services,SMB,114,True,62,15732,23,2,2026-06-24,1,Cloud Enablement,Services,Inbound,Annual,Renewal,Existing,329158.78,6.0,309409.25,False,None,4,60.5,2026-10-14,Closed Lost,Demo,2026-08-27,2026-08-27,Closed Lost,Customer priorities changed,2026-07-25,33,,64.0,64,0,2,6,2026,1,2,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
365,2735,Pune,Maharashtra,West,Manufacturing,Mid-market,210,True,61,2735,17,2,2023-04-11,2,Workflow Suite,Software,Referral,Project,Renewal,Existing,295280.0,6.96,274728.51,False,None,3,74.8,2023-07-15,Closed Won,Negotiation,2023-08-03,2023-08-03,Closed Won,,2023-05-17,78,,114.0,114,0,2,4,2023,0,0,2,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
366,3683,Chennai,Tamil Nadu,South,Manufacturing,SMB,47,False,67,3683,7,1,2023-10-04,1,Cloud Enablement,Services,Referral,Project,New business,New,252402.79,2.14,247001.37,False,None,1,28.1,2023-12-13,Closed Lost,Qualified,2023-11-04,2023-11-04,Closed Lost,No decision,2023-10-13,22,,31.0,31,0,4,10,2023,0,1,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
367,1257,Chennai,Tamil Nadu,South,BFSI,Enterprise,675,False,93,1257,7,1,2024-05-11,3,Data Advisory,Services,Outbound,Annual,New business,New,2474963.51,7.55,2288103.76,True,Competitor B,4,52.1,2024-09-12,Closed Lost,Proposal,2024-08-19,2024-08-19,Closed Lost,Poor engagement,2024-08-07,12,,100.0,100,0,2,5,2024,1,1,1,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
368,15509,Bhubaneswar,Odisha,East,Retail,SMB,56,False,82,15509,39,4,2024-04-02,3,Data Advisory,Services,Outbound,Annual,New business,New,234575.42,10.59,209733.88,False,None,4,50.1,2024-07-24,Closed Lost,Qualified,2024-05-01,2024-05-01,Closed Lost,Timing,2024-04-09,22,,29.0,29,0,2,4,2024,0,1,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
369,10644,Jaipur,Rajasthan,North,Manufacturing,SMB,145,False,72,10644,35,3,2025-06-10,1,Cloud Enablement,Services,Outbound,Annual,New business,New,378034.03,5.81,356070.25,True,Competitor C,2,29.3,2025-08-24,Closed Lost,Lead,2025-06-19,2025-06-19,Closed Lost,Internal approval delay,2025-06-17,2,,9.0,9,0,2,6,2025,0,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
370,14392,Bhubaneswar,Odisha,East,Healthcare,Enterprise,891,False,59,14392,39,4,2026-03-26,1,Cloud Enablement,Services,Outbound,Annual,New business,New,1829685.05,2.25,1788517.14,False,None,3,80.0,2026-07-31,Closed Lost,Demo,2026-05-12,2026-05-12,Closed Lost,Poor engagement,2026-05-01,11,,47.0,47,0,1,3,2026,2,2,0,0,3,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
371,1190,Bengaluru,Karnataka,South,BFSI,SMB,85,False,59,1190,11,1,2024-10-02,3,Data Advisory,Services,Referral,Annual,New business,New,405095.38,4.6,386460.99,True,Competitor C,4,91.8,2025-01-29,Closed Won,Negotiation,2025-01-07,2025-01-07,Closed Won,,2024-12-14,24,,97.0,97,0,4,10,2024,0,0,3,1,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
372,472,Kolkata,West Bengal,East,Retail,SMB,27,True,93,472,41,4,2023-11-28,1,Cloud Enablement,Services,Inbound,Annual,Renewal,Existing,85904.5,7.04,79856.82,True,Competitor B,4,45.3,2024-03-05,Closed Lost,Lead,2023-12-19,2023-12-19,Closed Lost,Pricing,2023-12-18,1,,21.0,21,0,4,11,2023,2,2,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
373,8603,Mumbai,Maharashtra,West,Manufacturing,Mid-market,357,False,60,8603,19,2,2024-07-10,3,Data Advisory,Services,Outbound,Annual,New business,New,578660.81,3.5,558407.68,True,Competitor C,1,65.7,2024-10-19,Closed Lost,Qualified,2024-08-08,2024-08-08,Closed Lost,Poor engagement,2024-08-05,3,,29.0,29,0,3,7,2024,2,2,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
374,16189,Pune,Maharashtra,West,Manufacturing,SMB,48,False,78,16189,24,2,2023-12-25,1,Cloud Enablement,Services,Outbound,Multi-year,New business,New,586815.85,1.03,580771.65,False,None,4,76.4,2024-04-04,Closed Lost,Discovery,2024-02-20,2024-02-20,Closed Lost,Budget constraints,2024-02-15,5,,57.0,57,0,4,12,2023,1,1,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
375,5785,Delhi,Delhi,North,Manufacturing,SMB,88,False,37,5785,25,3,2023-06-19,2,Workflow Suite,Software,Referral,Annual,New business,New,150795.2,10.72,134629.95,False,None,1,68.3,2023-08-26,Closed Lost,Lead,2023-07-01,2023-07-01,Closed Lost,Poor engagement,2023-06-30,1,,12.0,12,0,2,6,2023,0,1,1,0,4,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
376,15961,Jaipur,Rajasthan,North,Retail,Enterprise,972,True,55,15961,25,3,2026-07-11,3,Data Advisory,Services,Referral,Multi-year,Expansion,Existing,6676214.47,20.8,5287561.86,True,Competitor A,6,57.3,2026-12-28,Demo,Discovery,2026-08-30,,Open,,2026-08-31,0,2026-09-15,,51,1,3,7,2026,0,2,1,0,2,False,0.49543899657924745,2619664.3422690993,Best Case,15,Low,Competitor present; Large deal exposure,Clarify differentiation and buying criteria; Arrange executive sponsorship,8.333333333333332,12.5,8.958333333333334,7.1625,12.5,6.192987457240593,4.597617492459937,12.5,72.7,Healthy,392949.6513403649
377,14283,Mumbai,Maharashtra,West,IT Services,Enterprise,1125,False,51,14283,21,2,2025-07-20,4,Security Services,Services,Outbound,Annual,New business,New,2875067.89,11.99,2530347.25,False,None,3,62.0,2026-01-16,Closed Lost,Lead,2025-08-05,2025-08-05,Closed Lost,Budget constraints,2025-08-04,1,,16.0,16,0,3,7,2025,2,2,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
378,12366,Kolkata,West Bengal,East,Retail,SMB,38,False,46,12366,37,4,2023-03-05,4,Security Services,Services,Referral,Project,New business,New,185102.86,10.58,165518.98,False,None,4,68.7,2023-06-06,Closed Lost,Proposal,2023-05-18,2023-05-18,Closed Lost,Budget constraints,2023-04-27,21,,74.0,74,0,1,3,2023,2,0,2,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
379,15428,Chennai,Tamil Nadu,South,Healthcare,SMB,34,False,80,15428,7,1,2023-06-21,1,Cloud Enablement,Services,Event,Project,New business,New,93663.62,10.14,84166.13,False,None,3,85.1,2023-09-14,Closed Won,Negotiation,2023-10-02,2023-10-02,Closed Won,,2023-09-27,5,,103.0,103,0,2,6,2023,1,2,2,1,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
